#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
203,Tue Nov 30 23:10:40 EST 2021,47,0,LispLambdaSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,93,4,true,LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 , , ,LispLambdaChecker-(10.0/10.0) LispLambdaChecker2-(10.0/10.0) LispLambdaChecker3-(10.0/10.0) LoadLambdaChecker-(15.0/15.0) LoadLambdaChecker2-(15.0/15.0) LoadLambdaChecker3-(15.0/15.0) , ,
204,Tue Nov 30 23:10:41 EST 2021,47,0,LispToStringSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,93,5,true,LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadLispChecker TestLispFileProvided , ,LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadLispChecker TestLispFileProvided ,LispIsListChecker-(0.0/15.0) LispIsListChecker2-(0.0/15.0) LispIsListChecker3-(0.0/15.0) LispIsListChecker4-(0.0/15.0) LispToStringChecker-(0.0/15.0) LispToStringChecker2-(0.0/15.0) LispToStringChecker3-(0.0/15.0) LispToStringChecker4-(0.0/15.0) LoadLispChecker-(0.0/0.0) TestLispFileProvided-(0.0/0.0) , ,
204,Tue Nov 30 23:10:41 EST 2021,47,0,LispToStringSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,93,5,true,LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadLispChecker TestLispFileProvided , ,LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadLispChecker TestLispFileProvided ,LispIsListChecker-(0.0/15.0) LispIsListChecker2-(0.0/15.0) LispIsListChecker3-(0.0/15.0) LispIsListChecker4-(0.0/15.0) LispToStringChecker-(0.0/15.0) LispToStringChecker2-(0.0/15.0) LispToStringChecker3-(0.0/15.0) LispToStringChecker4-(0.0/15.0) LoadLispChecker-(0.0/0.0) TestLispFileProvided-(0.0/0.0) , ,
205,Tue Nov 30 23:10:42 EST 2021,47,0,LogicalSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,93,6,true,BasicAndChecker BasicOrChecker NotChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,VariableArgumentAndChecker VariableArgumentOrChecker ,BasicAndChecker-(10.0/10.0) BasicOrChecker-(10.0/10.0) NotChecker-(10.0/10.0) VariableArgumentAndChecker-(10.0/10.0) VariableArgumentOrChecker-(10.0/10.0) , ,
205,Tue Nov 30 23:10:42 EST 2021,47,0,LogicalSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,93,6,true,BasicAndChecker BasicOrChecker NotChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,VariableArgumentAndChecker VariableArgumentOrChecker ,BasicAndChecker-(10.0/10.0) BasicOrChecker-(10.0/10.0) NotChecker-(10.0/10.0) VariableArgumentAndChecker-(10.0/10.0) VariableArgumentOrChecker-(10.0/10.0) , ,
206,Tue Nov 30 23:13:50 EST 2021,47,0,LispSetqSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,94,0,true,LispSetqChecker LispSetqChecker2 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 ,ClassRegistryProvided LoadLispChecker MainClassProvided TestLispFileProvided , ,LispSetqChecker-(10.0/10.0) LispSetqChecker2-(10.0/10.0) LoadSetqChecker-(15.0/15.0) LoadSetqChecker2-(15.0/15.0) LoadSetqChecker3-(15.0/15.0) , ,
206,Tue Nov 30 23:13:50 EST 2021,47,0,LispSetqSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,94,0,true,LispSetqChecker LispSetqChecker2 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 ,ClassRegistryProvided LoadLispChecker MainClassProvided TestLispFileProvided , ,LispSetqChecker-(10.0/10.0) LispSetqChecker2-(10.0/10.0) LoadSetqChecker-(15.0/15.0) LoadSetqChecker2-(15.0/15.0) LoadSetqChecker3-(15.0/15.0) , ,
207,Tue Nov 30 23:13:53 EST 2021,47,0,A6BasicOperationSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,94,1,true,A6ExtraCondChecker CombinationChecker CondChecker EvalChecker ListChecker ListChecker2 QuoteChecker , ,A6ExtraCondChecker ,A6ExtraCondChecker-(10.0/10.0) CombinationChecker-(0.0/10.0) CondChecker-(10.0/10.0) EvalChecker-(10.0/10.0) ListChecker-(10.0/10.0) ListChecker2-(10.0/10.0) QuoteChecker-(10.0/10.0) , ,
207,Tue Nov 30 23:13:53 EST 2021,47,0,A6BasicOperationSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,94,1,true,A6ExtraCondChecker CombinationChecker CondChecker EvalChecker ListChecker ListChecker2 QuoteChecker , ,A6ExtraCondChecker ,A6ExtraCondChecker-(10.0/10.0) CombinationChecker-(0.0/10.0) CondChecker-(10.0/10.0) EvalChecker-(10.0/10.0) ListChecker-(10.0/10.0) ListChecker2-(10.0/10.0) QuoteChecker-(10.0/10.0) , ,
208,Tue Nov 30 23:13:58 EST 2021,47,0,LogicalSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,94,2,true,BasicAndChecker BasicOrChecker NotChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,VariableArgumentAndChecker VariableArgumentOrChecker ,BasicAndChecker-(10.0/10.0) BasicOrChecker-(10.0/10.0) NotChecker-(10.0/10.0) VariableArgumentAndChecker-(10.0/10.0) VariableArgumentOrChecker-(10.0/10.0) , ,
208,Tue Nov 30 23:13:58 EST 2021,47,0,LogicalSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,94,2,true,BasicAndChecker BasicOrChecker NotChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,VariableArgumentAndChecker VariableArgumentOrChecker ,BasicAndChecker-(10.0/10.0) BasicOrChecker-(10.0/10.0) NotChecker-(10.0/10.0) VariableArgumentAndChecker-(10.0/10.0) VariableArgumentOrChecker-(10.0/10.0) , ,
209,Tue Nov 30 23:14:00 EST 2021,47,0,LispLambdaSuite,A6ExtraCondChecker BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6NoHiddenFields A6NoStarImports A6NonPublicAccessModifiersMatched A6PackageDeclarations A6PublicMethodsOverride BasicLetTest CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LetLambdaAndFunctionTest LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker ProjectStructureOrganizesEvaluators TimesGeneratorChecker , ,94,3,true,LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 , , ,LispLambdaChecker-(10.0/10.0) LispLambdaChecker2-(10.0/10.0) LispLambdaChecker3-(10.0/10.0) LoadLambdaChecker-(15.0/15.0) LoadLambdaChecker2-(15.0/15.0) LoadLambdaChecker3-(15.0/15.0) , ,
